seq,time,place,sevice,food,staff,review,liked
396,0,0,0,1,0,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
397,0,0,0,0,0,I'm probably one of the few people to ever go to Ians and not like it.,0
398,0,0,0,0,0,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
399,0,0,1,0,0,Service is perfect and the family atmosphere is nice to see.,1
400,0,0,1,0,0,Cooked to perfection and the service was impeccable.,1
401,0,0,0,0,0,This one is simply a disappointment.,0
402,0,0,0,1,0,"Overall, I was very disappointed with the quality of food at Bouchon.",0
403,0,0,0,0,0,I don't have to be an accountant to know I'm getting screwed!,0
404,0,1,0,0,0,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
405,0,0,0,0,0,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
406,0,0,0,0,0,Left very frustrated.,0
407,0,0,0,0,0,I'll definitely be in soon again.,1
408,0,0,0,1,0,Food was really good and I got full petty fast.,1
409,0,0,1,0,0,Service was fantastic.,1
410,1,0,0,0,0,TOTAL WASTE OF TIME.,0
411,0,0,0,0,0,I don't know what kind it is but they have the best iced tea.,1
412,0,0,0,0,0,"Come hungry, leave happy and stuffed!",1
413,0,0,1,0,0,"For service, I give them no stars.",0
414,0,0,0,0,0,I can assure you that you won't be disappointed.,1
415,0,0,1,1,0,I can take a little bad service but the food sucks.,0
416,0,0,0,0,0,Gave up trying to eat any of the crust (teeth still sore).,0
417,0,0,0,0,0,But now I was completely grossed out.,0
418,0,0,0,0,0,I really enjoyed eating here.,1
419,1,0,0,0,0,First time going but I think I will quickly become a regular.,1
420,0,0,0,0,0,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
421,0,0,0,0,0,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
422,0,0,0,0,0,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
423,0,0,0,0,0,"Furthermore, you can't even find hours of operation on the website!",0
424,1,1,0,0,0,We've tried to like this place but after 10+ times I think we're done with them.,0
425,0,0,0,0,0,What a mistake that was!,0
426,0,0,0,0,0,No complaints!,1
427,0,0,0,0,0,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
428,0,0,0,0,0,Waiter was a jerk.,0
429,0,0,0,0,0,"Strike 2, who wants to be rushed.",0
430,0,0,0,0,0,These are the nicest restaurant owners I've ever come across.,1
431,0,0,0,0,0,I never come again.,0
432,0,0,0,0,0,We loved the biscuits!!!,1
433,0,0,1,0,0,Service is quick and friendly.,1
434,0,0,0,0,0,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
435,0,0,0,0,0,So absolutley fantastic.,1
436,0,0,0,0,0,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
437,0,0,0,0,0,definitely will come back here again.,1
438,0,0,0,0,0,I like Steiners because it's dark and it feels like a bar.,1
439,0,0,0,0,0,Wow very spicy but delicious.,1
440,0,0,0,0,0,"If you're not familiar, check it out.",1
441,0,0,0,0,0,I'll take my business dinner dollars elsewhere.,0
442,0,0,0,0,0,I'd love to go back.,1
443,0,0,0,0,0,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1
444,0,0,0,0,0,Nothing special.,0
445,0,0,0,0,0,Each day of the week they have a different deal and it's all so delicious!,1
446,0,0,0,0,0,"Not to mention the combination of pears, almonds and bacon is a big winner!",1
447,0,0,0,0,0,Will not be back.,0
448,0,0,0,0,0,Sauce was tasteless.,0
449,0,0,0,1,0,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1
450,0,0,0,0,0,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
451,1,0,0,0,0,I don't think we'll be going back anytime soon.,0
452,0,0,0,1,0,Food was so gooodd.,1
453,0,0,0,1,0,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
454,0,0,0,0,0,I was so insulted.,0
455,1,0,0,0,0,The last 3 times I had lunch here has been bad.,0
456,0,0,0,0,0,The chicken wings contained the driest chicken meat I have ever eaten.,0
457,0,0,0,1,0,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1
458,0,0,0,0,0,Nargile - I think you are great.,1
459,0,0,0,0,0,Best tater tots in the southwest.,1
460,0,1,0,0,0,We loved the place.,1
461,0,0,0,0,0,Definitely not worth the $3 I paid.,0
462,0,0,0,0,0,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
463,1,0,0,0,0,Im in AZ all the time and now have my new spot.,1
464,0,0,0,0,0,The manager was the worst.,0
465,0,0,0,0,0,The inside is really quite nice and very clean.,1
466,0,0,0,1,0,The food was outstanding and the prices were very reasonable.,1
467,1,0,0,1,0,I don't think I'll be running back to Carly's anytime soon for food.,0
468,0,0,0,1,0,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0
469,0,0,0,0,0,"Love the margaritas, too!",1
470,0,0,0,0,0,This was my first and only Vegas buffet and it did not disappoint.,1
471,0,0,0,0,0,"Very good, though!",1
472,0,0,0,0,0,The one down note is the ventilation could use some upgrading.,0
473,0,0,0,0,0,Great pork sandwich.,1
474,1,0,0,0,0,Don't waste your time here.,0
475,0,0,0,0,0,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
476,0,0,0,0,0,"Third, the cheese on my friend's burger was cold.",0
477,0,0,0,0,0,We enjoy their pizza and brunch.,1
478,0,0,0,0,0,The steaks are all well trimmed and also perfectly cooked.,1
479,0,0,0,0,0,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
480,0,0,0,0,0,I LOVED it!,1
481,0,0,0,0,0,We asked for the bill to leave without eating and they didn't bring that either.,0
482,0,1,0,0,0,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1
483,0,0,0,1,0,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
484,0,0,0,1,0,The selection of food was not the best.,0
485,0,0,0,0,0,Delicious and I will absolutely be back!,1
486,0,0,0,0,0,"This isn't a small family restaurant, this is a fine dining establishment.",1
487,0,0,0,0,0,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
488,1,0,0,0,0,I dont think I will be back for a very long time.,0
489,0,0,0,0,0,"It was attached to a gas station, and that is rarely a good sign.",0
490,0,0,0,0,0,How awesome is that.,1
491,1,0,0,0,0,I will be back many times soon.,1
492,0,0,0,0,0,The menu had so much good stuff on it i could not decide!,1
493,0,0,0,0,0,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0
494,0,0,0,0,0,CONCLUSION: Very filling meals.,1
495,0,0,0,0,0,Their daily specials are always a hit with my group.,1
496,0,0,0,0,0,And then tragedy struck.,0
497,0,0,0,0,0,The pancake was also really good and pretty large at that.,1
498,0,0,0,0,0,"This was my first crawfish experience, and it was delicious!",1
499,1,0,0,0,0,Their monster chicken fried steak and eggs is my all time favorite.,1
500,0,0,0,0,0,Waitress was sweet and funny.,1
501,0,0,0,0,0,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
502,0,0,0,1,0,"I'd rather eat airline food, seriously.",0
503,0,1,0,0,0,Cant say enough good things about this place.,1
504,0,0,0,0,0,The ambiance was incredible.,1
505,0,0,0,0,0,The waitress and manager are so friendly.,1
506,0,1,0,0,0,I would not recommend this place.,0
507,0,0,0,0,0,Overall I wasn't very impressed with Noca.,0
508,0,0,0,0,0,My gyro was basically lettuce only.,0
509,0,0,1,0,0,Terrible service!,0
510,0,0,0,0,0,Thoroughly disappointed!,0
511,0,0,0,0,0,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1
512,0,0,0,0,0,"Give it a try, you will be happy you did.",1
513,0,0,0,0,0,By far the BEST cheesecurds we have ever had!,1
514,0,0,0,0,0,Reasonably priced also!,1
515,0,0,0,0,0,Everything was perfect the night we were in.,1
516,0,0,0,1,0,The food is very good for your typical bar food.,1
517,0,0,0,0,0,it was a drive to get there.,0
518,0,0,0,0,1,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
519,0,0,0,0,0,"Anyway, I do not think i will go back there.",0
520,0,0,0,0,0,"Point your finger at any item on the menu, order it and you won't be disappointed.",1
521,0,0,0,0,0,"Oh this is such a thing of beauty, this restaurant.",1
522,0,0,0,0,0,If you haven't gone here GO NOW!,1
523,0,0,0,0,0,"A greasy, unhealthy meal.",0
524,1,0,0,0,0,first time there and might just be the last.,0
525,0,0,0,0,0,Those burgers were amazing.,1
526,0,0,0,1,0,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
527,0,0,0,0,0,And it was way to expensive.,0
528,0,0,0,0,0,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
529,1,0,0,0,0,This was my first time and I can't wait until the next.,1
530,0,0,0,0,0,The bartender was also nice.,1
531,0,0,0,0,0,Everything was good and tasty!,1
532,0,1,0,0,0,This place is two thumbs up....way up.,1
533,0,1,0,0,0,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
534,0,1,0,1,0,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
535,0,0,0,0,0,Terrible management.,0
536,0,0,0,0,0,An excellent new restaurant by an experienced Frenchman.,1
537,0,0,0,0,0,If there were zero stars I would give it zero stars.,0
538,0,0,0,0,0,"Great steak, great sides, great wine, amazing desserts.",1
539,0,0,0,0,0,Worst martini ever!,0
540,0,0,0,0,0,The steak and the shrimp are in my opinion the best entrees at GC.,1
541,0,0,0,0,0,I had the opportunity today to sample your amazing pizzas!,1
542,0,0,0,0,0,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
543,0,0,0,0,0,The yellowtail carpaccio was melt in your mouth fresh.,1
544,0,0,0,0,0,I won't try going back there even if it's empty.,0
545,0,0,0,0,0,"No, I'm going to eat the potato that I found some strangers hair in it.",0
546,0,0,0,0,0,Just spicy enough.. Perfect actually.,1
547,1,0,0,0,0,Last night was my second time dining here and I was so happy I decided to go back!,1
548,0,0,0,0,0,"not even a ""hello, we will be right with you.""",0
549,0,0,0,0,0,The desserts were a bit strange.,0
550,1,0,1,1,0,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
551,0,1,0,0,0,"I really do recommend this place, you can go wrong with this donut place!",1
552,0,0,0,0,0,Nice ambiance.,1
553,0,0,0,0,0,I would recommend saving room for this!,1
554,0,0,0,0,0,I guess maybe we went on an off night but it was disgraceful.,0
555,0,0,0,0,0,"However, my recent experience at this particular location was not so good.",0
556,0,0,0,0,0,"I know this is not like the other restaurants at all, something is very off here!",0
557,0,0,0,0,0,AVOID THIS ESTABLISHMENT!,0
558,0,0,0,0,0,I think this restaurant suffers from not trying hard enough.,0
559,0,0,0,0,0,All of the tapas dishes were delicious!,1
560,0,1,0,0,0,I *heart* this place.,1
561,0,0,0,0,0,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
562,0,0,0,0,0,After two I felt disgusting.,0
563,1,0,0,0,0,A good time!,1
564,0,1,0,0,0,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
565,0,0,0,0,0,Generous portions and great taste.,1
566,0,1,0,0,0,I will never go back to this place and will never ever recommended this place to anyone!,0
567,1,0,0,0,0,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
568,0,0,0,1,0,Food was delicious!,1
569,0,0,0,0,0,AN HOUR... seriously?,0
570,0,0,0,0,0,I consider this theft.,0
571,0,0,0,0,0,Eew... This location needs a complete overhaul.,0
572,0,0,0,0,0,We recently witnessed her poor quality of management towards other guests as well.,0
573,0,0,0,0,0,Waited and waited and waited.,0
574,0,0,1,0,0,"He also came back to check on us regularly, excellent service.",1
575,1,0,0,0,0,Our server was super nice and checked on us many times.,1
576,0,0,0,0,0,"The pizza tasted old, super chewy in not a good way.",0
577,0,0,0,0,0,I swung in to give them a try but was deeply disappointed.,0
578,0,0,1,0,0,Service was good and the company was better!,1
579,0,0,0,0,1,The staff are also very friendly and efficient.,1
580,0,0,1,0,0,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
581,0,0,0,0,0,Boy was that sucker dry!!.,0
582,0,0,0,0,0,Over rated.,0
583,0,0,0,1,0,"If you look for authentic Thai food, go else where.",0
584,0,0,0,0,0,Their steaks are 100% recommended!,1
585,0,0,0,0,0,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
586,0,0,1,1,0,Great food and great service in a clean and friendly setting.,1
587,0,0,0,0,0,"All in all, I can assure you I'll be back.",1
588,0,0,0,0,0,I hate those things as much as cheap quality black olives.,0
589,0,0,0,0,0,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
590,0,0,0,0,0,The kids play area is NASTY!,0
591,0,1,0,0,0,Great place fo take out or eat in.,1
592,0,0,0,0,0,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
593,0,0,0,1,0,OMG I felt like I had never eaten Thai food until this dish.,1
594,0,0,0,0,0,"It was extremely ""crumby"" and pretty tasteless.",0
595,0,0,0,0,0,It was a pale color instead of nice and char and has NO flavor.,0
596,0,0,0,0,0,The croutons also taste homemade which is an extra plus.,1
597,0,0,0,0,0,I got home to see the driest damn wings ever!,0
598,0,0,0,0,0,It'll be a regular stop on my trips to Phoenix!,1
599,0,0,0,0,0,I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1
600,0,0,0,0,0,Not good for the money.,0
601,0,0,0,0,0,I miss it and wish they had one in Philadelphia!,1
602,0,1,0,1,0,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0
603,0,0,0,0,0,They also have the best cheese crisp in town.,1
604,0,0,1,1,0,"Good value, great food, great service.",1
605,0,0,0,0,0,Couldn't ask for a more satisfying meal.,1
606,0,0,0,1,0,The food is good.,1
607,0,0,0,0,0,It was awesome.,1
608,0,0,0,0,0,I just wanted to leave.,0
609,0,0,0,0,0,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
610,0,0,0,0,0,I will not be eating there again.,0
611,0,0,0,0,0,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
612,0,1,0,0,0,I checked out this place a couple years ago and was not impressed.,0
613,0,0,0,0,0,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
614,1,0,0,1,0,"Sorry, I will not be getting food from here anytime soon :(",0
615,0,0,0,0,0,An absolute must visit!,1
616,0,0,0,0,0,The cow tongue and cheek tacos are amazing.,1
617,0,0,0,0,0,My friend did not like his Bloody Mary.,0
618,0,0,0,0,0,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
619,0,0,0,0,0,They really want to make your experience a good one.,1
620,0,0,0,0,0,I will not return.,0
621,0,0,0,0,0,I had the chicken Pho and it tasted very bland.,0
622,0,0,0,0,0,Very disappointing!!!,0
623,0,0,0,0,0,The grilled chicken was so tender and yellow from the saffron seasoning.,1
624,0,0,0,1,0,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
625,0,1,0,0,0,Pretty awesome place.,1
626,0,0,0,0,0,Ambience is perfect.,1
627,0,0,1,0,0,Best of luck to the rude and non-customer service focused new management.,0
628,0,0,0,0,0,Any grandmother can make a roasted chicken better than this one.,0
629,1,0,0,0,0,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
630,0,0,0,0,1,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
631,0,0,0,1,0,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
632,0,0,0,0,0,The roast beef sandwich tasted really good!,1
633,0,0,0,0,0,"Same evening, him and I are both drastically sick.",0
634,0,0,0,0,0,High-quality chicken on the chicken Caesar salad.,1
635,0,0,0,0,0,Ordered burger rare came in we'll done.,0
636,0,0,0,0,0,We were promptly greeted and seated.,1
637,0,0,0,0,0,Tried to go here for lunch and it was a madhouse.,0
638,0,0,1,1,0,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
639,0,0,0,0,0,"After waiting an hour and being seated, I was not in the greatest of moods.",0
640,0,0,0,0,0,This is a good joint.,1
641,0,0,0,0,0,The Macarons here are insanely good.,1
642,0,0,0,0,0,I'm not eating here!,0
643,0,0,0,0,0,"Our waiter was very attentive, friendly, and informative.",1
644,0,0,0,0,0,Maybe if they weren't cold they would have been somewhat edible.,0
645,0,1,0,0,0,This place has a lot of promise but fails to deliver.,0
646,0,0,0,0,0,Very bad Experience!,0
647,0,0,0,0,0,What a mistake.,0
648,0,0,0,1,0,Food was average at best.,0
649,0,0,0,1,0,Great food.,1
650,1,0,0,0,0,We won't be going back anytime soon!,0
651,0,0,0,0,0,Very Very Disappointed ordered the $35 Big Bay Plater.,0
652,0,1,0,0,0,Great place to relax and have an awesome burger and beer.,1
653,0,0,0,0,0,It is PERFECT for a sit-down family meal or get together with a few friends.,1
654,0,0,0,0,0,"Not much flavor to them, and very poorly constructed.",0
655,0,0,0,0,0,The patio seating was very comfortable.,1
656,0,0,0,0,0,The fried rice was dry as well.,0
657,0,0,0,0,0,Hands down my favorite Italian restaurant!,1
658,0,0,0,0,0,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
659,0,0,0,0,0,It was just not a fun experience.,1
660,0,0,0,0,0,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
661,0,0,0,0,0,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
662,0,0,0,0,0,"Very convenient, since we were staying at the MGM!",1
663,0,0,0,0,1,The owners are super friendly and the staff is courteous.,1
664,0,0,0,0,0,Both great!,1
665,0,0,0,0,0,Eclectic selection.,1
666,0,0,0,0,0,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
667,0,0,0,0,1,The staff was very attentive.,1
668,1,0,0,0,0,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
669,0,1,0,0,0,"The owner used to work at Nobu, so this place is really similar for half the price.",1
670,0,0,0,0,0,Google mediocre and I imagine Smashburger will pop up.,0
671,0,0,0,0,0,dont go here.,0
672,0,0,0,0,0,I promise they won't disappoint.,1
673,0,1,0,0,0,As a sushi lover avoid this place by all means.,0
674,0,0,0,0,0,What a great double cheeseburger!,1
675,0,0,1,1,0,Awesome service and food.,1
676,0,0,0,0,0,A fantastic neighborhood gem !!!,1
677,0,0,0,0,0,I can't wait to go back.,1
678,0,0,0,0,0,The plantains were the worst I've ever tasted.,0
679,0,1,0,0,0,It's a great place and I highly recommend it.,1
680,0,0,1,0,0,Service was slow and not attentive.,0
681,0,0,0,0,0,"I gave it 5 stars then, and I'm giving it 5 stars now.",1
682,1,0,0,0,1,Your staff spends more time talking to themselves than me.,0
683,0,0,0,0,0,Dessert: Panna Cotta was amazing.,1
684,0,0,0,1,0,"Very good food, great atmosphere.1",1
685,0,0,0,0,0,Damn good steak.,1
686,0,0,0,0,0,Total brunch fail.,0
687,0,0,0,0,0,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
688,0,0,0,0,0,"The decor is nice, and the piano music soundtrack is pleasant.",1
689,0,0,0,1,0,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
690,0,0,1,1,0,"Good food , good service .",1
691,0,0,0,0,0,It was absolutely amazing.,1
692,0,0,0,0,0,"I probably won't be back, to be honest.",0
693,0,0,0,0,0,will definitely be back!,1
694,0,0,0,0,0,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
695,0,0,0,0,0,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
696,0,0,1,0,0,Went for lunch - service was slow.,0
697,0,1,0,0,0,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
698,0,0,0,0,0,I was mortified.,0
699,0,0,0,0,0,"Needless to say, we will never be back here again.",0
700,0,0,0,1,0,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
701,0,0,0,0,0,"The chips that came out were dripping with grease, and mostly not edible.",0
702,0,0,0,0,0,I wasn't really impressed with Strip Steak.,0
703,0,0,0,0,0,Have been going since 2007 and every meal has been awesome!!,1
704,0,0,0,0,1,Our server was very nice and attentive as were the other serving staff.,1
705,0,0,0,1,0,The cashier was friendly and even brought the food out to me.,1
706,0,0,0,0,0,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
707,0,0,0,0,0,The atmosphere here is fun.,1
708,0,0,0,0,0,Would not recommend to others.,0
709,0,0,1,0,0,"Service is quick and even ""to go"" orders are just like we like it!",1
710,0,0,0,0,0,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
711,0,0,0,0,0,"That said, our mouths and bellies were still quite pleased.",1
712,0,0,0,0,0,Not my thing.,0
713,0,0,0,0,0,2 Thumbs Up!!,1
714,0,0,0,0,0,If you are reading this please don't go there.,0
715,0,0,0,0,0,"I loved the grilled pizza, reminded me of legit Italian pizza.",1
716,0,0,0,0,0,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
717,0,0,0,0,0,They have a really nice atmosphere.,1
718,0,0,0,0,0,Tonight I had the Elk Filet special...and it sucked.,0
719,0,0,0,0,0,"After one bite, I was hooked.",1
720,1,0,0,0,0,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
721,0,0,0,0,0,"Cute, quaint, simple, honest.",1
722,0,0,0,0,0,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
723,0,0,0,1,0,"The food was great as always, compliments to the chef.",1
724,0,0,0,0,0,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
725,0,0,0,0,0,Awesome selection of beer.,1
726,0,0,1,1,0,Great food and awesome service!,1
727,0,0,0,0,0,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
728,0,0,0,0,0,A FLY was in my apple juice.. A FLY!!!!!!!!,0
729,0,0,0,0,0,The Han Nan Chicken was also very tasty.,1
730,0,0,1,0,0,"As for the service, I thought it was good.",1
731,0,0,0,1,0,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0
732,0,0,0,0,0,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
733,0,0,0,0,0,Nicest Chinese restaurant I've been in a while.,1
734,0,0,1,1,0,"Overall, I like there food and the service.",1
735,0,0,0,0,0,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
736,0,0,0,0,0,"Probably never coming back, and wouldn't recommend it.",0
737,0,0,0,0,0,"Friend's pasta -- also bad, he barely touched it.",0
738,0,0,1,1,0,"Try them in the airport to experience some tasty food and speedy, friendly service.",1
739,0,0,0,0,0,I love the decor with the Chinese calligraphy wall paper.,1
740,0,0,0,0,0,Never had anything to complain about here.,1
741,0,0,0,0,0,The restaurant is very clean and has a family restaurant feel to it.,1
742,0,0,0,0,0,It was way over fried.,0
743,0,1,0,0,0,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
744,0,0,0,0,0,"When I opened the sandwich, I was impressed, but not in a good way.",0
745,0,0,0,0,0,Will not be back!,0
746,0,0,1,0,0,There was a warm feeling with the service and I felt like their guest for a special treat.,1
747,0,0,0,0,0,An extensive menu provides lots of options for breakfast.,1
748,0,0,0,0,0,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
749,0,0,0,0,0,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0
750,0,0,0,0,0,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
751,0,0,0,1,0,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
752,0,0,0,0,0,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
753,0,0,0,0,0,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
754,1,0,0,0,0,We were sat right on time and our server from the get go was FANTASTIC!,1
755,0,0,0,0,0,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
756,0,0,0,0,0,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
757,0,0,0,0,0,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
758,0,1,0,0,0,This is a GREAT place to eat!,1
758,0,1,0,0,0,This is a GREAT place to eat!,1
759,0,0,0,0,0,The jalapeno bacon is soooo good.,1
760,0,0,1,0,0,The service was poor and thats being nice.,0
761,0,0,1,1,0,"Food was good, service was good, Prices were good.",1
762,0,1,0,1,0,The place was not clean and the food oh so stale!,0
763,0,0,0,0,0,"The chicken dishes are OK, the beef is like shoe leather.",0
764,0,0,1,0,0,But the service was beyond bad.,0
765,0,0,0,0,0,"I'm so happy to be here!!!""",1
766,0,0,0,0,0,Tasted like dirt.,0
767,0,1,0,0,0,One of the few places in Phoenix that I would definately go back to again .,1
768,0,0,0,0,0,The block was amazing.,1
769,0,0,0,1,0,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
770,0,0,0,0,0,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
771,0,0,0,0,0,My sashimi was poor quality being soggy and tasteless.,0
772,1,0,0,0,0,Great time - family dinner on a Sunday night.,1
773,0,0,0,1,0,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
774,0,0,1,0,0,"What did bother me, was the slow service.",0
775,0,0,0,0,0,The flair bartenders are absolutely amazing!,1
776,0,0,0,0,0,Their frozen margaritas are WAY too sugary for my taste.,0
777,0,0,0,0,0,These were so good we ordered them twice.,1
778,0,0,0,0,0,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
779,0,0,0,0,0,My girlfriend's veal was very bad.,0
780,0,0,0,0,0,"Unfortunately, it was not good.",0
781,0,0,0,0,0,I had a pretty satifying experience.,1
782,0,0,0,0,0,Join the club and get awesome offers via email.,1
783,0,0,0,0,0,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
784,0,0,0,0,0,Bland and flavorless is a good way of describing the barely tepid meat.,0
785,0,1,0,0,0,"The chains, which I'm no fan of, beat this place easily.",0
786,0,0,0,0,0,The nachos are a MUST HAVE!,1
787,0,0,0,0,0,We will not be coming back.,0
788,0,1,0,0,0,"I don't have very many words to say about this place, but it does everything pretty well.",1
789,0,0,0,0,1,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
790,0,0,1,0,0,"Great atmosphere, friendly and fast service.",1
791,0,0,0,0,0,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
792,0,0,0,1,0,Once your food arrives it's meh.,0
793,0,0,0,0,0,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
794,0,0,0,0,0,The classic Maine Lobster Roll was fantastic.,1
795,0,0,0,0,0,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
796,0,1,0,0,0,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
797,0,0,0,0,0,"The chips and salsa were really good, the salsa was very fresh.",1
798,0,1,0,0,0,This place is great!!!!!!!!!!!!!!,1
799,0,0,0,1,0,Mediocre food.,0
800,0,1,0,0,0,Once you get inside you'll be impressed with the place.,1
801,0,0,0,0,0,I'm super pissd.,0
802,0,0,1,0,0,And service was super friendly.,1
